ID,Customer_ID,Month,Name,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_History_Age_Months,Num_Loan_Types_Derived,SSN
0x1648,CUS_0x95ee,November,Np,32,Lawyer,73928.46,5988.705000000001,4,5,8,0,Unknown,8,7,10.14,4,Unknown,548.2,31.291849451929654,No,0.0,105.7480630620516,High_spent_Large_value_payments,733.1224369379486,393.0,1,612-70-8987
0x1649,CUS_0x95ee,December,Np,32,Lawyer,73928.46,5988.705000000001,4,5,8,0,Unknown,8,7,10.14,1552,Good,548.2,29.150995190084487,No,0.0,130.87396353628236,High_spent_Large_value_payments,707.9965364637178,394.0,1,612-70-8987
0x1652,CUS_0x284a,September,Nadiaq,34,Lawyer,131313.4,10469.207759388815,0,1,8,2,"Credit-Builder Loan,, Mortgage Loan",0,1,9.34,4,Good,352.16,28.401057600525927,No,911.2201793459374,324.22863933025934,High_spent_Medium_value_payments,912.4050886016524,225.0,2,411-51-0676
0x1653,CUS_0x284a,October,Nadiaq,34,Lawyer,131313.4,10469.207759388815,0,1,8,2,"Credit-Builder Loan,, Mortgage Loan",0,2,9.34,4,Good,352.16,31.025571099037258,No,911.2201793459374,966.0743358890512,Low_spent_Large_value_payments,290.5593920428604,376.0,2,411-51-0676
0x1654,CUS_0x284a,November,Nadiaq,34,Lawyer,131313.4,10469.207759388815,0,1,8,2,"Credit-Builder Loan,, Mortgage Loan",0,1,9.34,4,Good,352.16,26.06663998426569,Nm,911.2201793459374,1141.220312604539,Low_spent_Medium_value_payments,125.41341532737272,377.0,2,411-51-0676
0x1655,CUS_0x284a,December,Nadiaq,34,Lawyer,131313.4,10469.207759388815,0,1,8,2,"Credit-Builder Loan,, Mortgage Loan",0,0,10.34,4,Good,352.16,34.66559278821641,Nm,911.2201793459374,555.8479876829251,Low_spent_Medium_value_payments,710.7857402489867,378.0,2,411-51-0676
0x165e,CUS_0x5407,September,Annk,30,Media_Manager,34081.38,2611.115,8,7,15,3,"Not Specified, Auto Loan,, Student Loan",30,14,17.13,9,Unknown,1704.18,38.4774440285364,Yes,70.47833267207261,315.3668006009882,Low_spent_Small_value_payments,165.26636672693917,183.0,3,500-92-6408
0x165f,CUS_0x5407,October,Annk,30,Media_Manager,34081.38,2611.115,8,7,15,3,"Not Specified, Auto Loan,, Student Loan",30,17,17.13,9,Standard,1704.18,38.36868220739614,Yes,70.47833267207261,112.9063528724493,High_spent_Small_value_payments,337.72681445547806,184.0,3,500-92-6408
0x1660,CUS_0x5407,November,Unknown,31,Media_Manager,34081.38,2611.115,8,7,15,3,"Not Specified, Auto Loan,, Student Loan",29,15,17.13,9,Standard,1704.18,35.822516046259835,Nm,70.47833267207261,50.13096032879131,High_spent_Medium_value_payments,390.50220699913615,185.0,3,500-92-6408
0x1661,CUS_0x5407,December,Annk,31,Media_Manager,34081.38,2611.115,8,7,15,3,"Not Specified, Auto Loan,, Student Loan",30,14,17.13,9,Standard,1704.18,34.748953179588774,Nm,70.47833267207261,99.68631755126955,High_spent_Medium_value_payments,340.9468497766578,186.0,3,500-92-6408
0x166a,CUS_0x4157,September,Charlie Zhur,24,Doctor,114838.41,9843.8675,2,5,7,3,"Personal Loan, Debt Consolidation Loan,, Auto Loan",11,12,8.24,8,Good,1377.74,41.459017527247966,Nm,226.8927919215432,213.47648722111185,High_spent_Large_value_payments,784.0174708573453,264.0,3,070-19-1622
0x166b,CUS_0x4157,October,Charlie Zhur,24,Doctor,114838.41,9843.8675,2,5,7,3,"Personal Loan, Debt Consolidation Loan,, Auto Loan",11,9,8.24,8,Good,1377.74,29.17639210554691,No,226.8927919215432,916.9514859894786,Low_spent_Medium_value_payments,120.54247208897846,265.0,3,070-19-1622
0x166c,CUS_0x4157,November,Charlie Zhur,24,Doctor,114838.41,9843.8675,2,5,7,3,"Personal Loan, Debt Consolidation Loan,, Auto Loan",11,8,8.24,8,Good,1377.74,28.993921534588523,No,226.8927919215432,427.38144910581866,Low_spent_Large_value_payments,600.1125089726384,266.0,3,070-19-1622
0x166d,CUS_0x4157,December,Charlie Zhur,24,Doctor,114838.41,9843.8675,2,5,7,3,"Personal Loan, Debt Consolidation Loan,, Auto Loan",11,11,8.24,8,Unknown,1377.74,34.997379089239644,No,226.8927919215432,427.38144910581866,High_spent_Small_value_payments,819.9903417481663,267.0,3,070-19-1622
0x1676,CUS_0xba08,September,Jamesj,45,Journalist,31370.8,2825.233333333333,1,6,12,2,"Not Specified,, Payday Loan",3,0,-0.24,5,Good,421.43,40.63313117,No,46.61612907334207,161.58337666453718,!@9#%8,364.3238275954541,325.0,2,366-68-1681
0x1677,CUS_0xba08,October,Jamesj,45,Journalist,31370.8,2825.233333333333,1,6,12,2,"Not Specified,, Payday Loan",2,3,5.76,5,Good,421.43,33.85409635172327,No,46.61612907334207,109.4207625788528,High_spent_Medium_value_payments,376.4864416811384,326.0,2,366-68-1681
0x1678,CUS_0xba08,November,Unknown,45,Journalist,31370.8,2825.233333333333,1,6,12,2,"Not Specified,, Payday Loan",6,2,5.76,5,Unknown,421.43,25.682270565172377,No,46.61612907334207,88.61443769767929,High_spent_Medium_value_payments,397.2927666,327.0,2,366-68-1681
0x1679,CUS_0xba08,December,Jamesj,45,Journalist,31370.8,2825.233333333333,1,6,12,2,"Not Specified,, Payday Loan",1,0,5.76,5,Good,421.43,40.30423113590268,No,46.61612907334207,22.29805714008664,High_spent_Large_value_payments,453.6091471199046,328.0,2,366-68-1681
0x1682,CUS_0xa66b,September,Saphirj,41,Teacher,33751.27,2948.605833333333,5,5,20,3,"Credit-Builder Loan, Personal Loan,, Auto Loan",16,19,11.0,8,Standard,1328.93,27.983092917100603,Yes,65.00817428651536,271.2081244457186,Low_spent_Small_value_payments,248.6442846010993,238.0,3,221-30-8554
0x1683,CUS_0xa66b,October,Saphirj,41,Unknown,33751.27,2948.605833333333,5,5,20,3,"Credit-Builder Loan, Personal Loan,, Auto Loan",16,20,11.0,8,Standard,1328.93,36.77820877359976,Yes,65.00817428651536,139.3030385375825,Low_spent_Small_value_payments,380.54937050923553,239.0,3,221-30-8554
0x1684,CUS_0xa66b,November,Saphirj,41,Teacher,33751.27,2948.605833333333,5,5,20,3,"Credit-Builder Loan, Personal Loan,, Auto Loan",11,20,14.0,8,Unknown,1328.93,34.921444296737555,Nm,65.00817428651536,333.0991662446038,Low_spent_Small_value_payments,186.7532428022141,240.0,3,221-30-8554
0x1685,CUS_0xa66b,December,Saphirj,41,Teacher,33751.27,2948.605833333333,5,5,20,3,"Credit-Builder Loan, Personal Loan,, Auto Loan",16,20,11.0,8,Standard,1328.93,38.585671611566745,Yes,65.00817428651536,103.10059213364772,High_spent_Medium_value_payments,376.75181691317016,225.0,3,221-30-8554
0x168e,CUS_0xc0ab,September,Soyoungd,33,Engineer,88640.24,7266.686666666667,3,6,1,2,"Payday Loan,, Payday Loan",4,2,3.51,3,Good,950.36,36.014898020122665,No,135.17337097171767,77.84134310772485,High_spent_Large_value_payments,753.6539525872245,225.0,2,342-90-2649
0x168f,CUS_0xc0ab,October,Soyoungd,33,Engineer,88640.24,7266.686666666667,3,6,1,2,"Payday Loan,, Payday Loan",4,2,3.51,3,Unknown,950.36,26.679686642917765,No,135.17337097171767,143.7326053071619,High_spent_Medium_value_payments,697.7626903877873,314.0,2,342-90-2649
0x1690,CUS_0xc0ab,November,Soyoungd,33,Unknown,88640.24,7266.686666666667,3,6,5163,2,"Payday Loan,, Payday Loan",4,2,3.51,5,Good,950.36,38.84765926260825,Nm,135.17337097171767,143.7326053071619,Low_spent_Small_value_payments,411.41799334407415,315.0,2,342-90-2649
0x1691,CUS_0xc0ab,December,Soyoungd,33,Engineer,88640.24,7266.686666666667,3,6,1766,2,"Payday Loan,, Payday Loan",5,2,3.51,5,Good,950.36,40.85389437,No,135.17337097171767,365.3193150964759,High_spent_Small_value_payments,486.1759805984733,316.0,2,342-90-2649
0x169a,CUS_0x3e45,September,Harriet McLeodd,36,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan,, Personal Loan",10,8,5.54,7,Standard,179.22,33.50246118473791,Yes,124.39208242092045,329.5529933931268,Low_spent_Large_value_payments,292.7229241859528,330.0,3,414-53-2918
0x169b,CUS_0x3e45,October,Harriet McLeodd,36,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan,, Personal Loan",10,10,5.54,7,Standard,179.22,34.02279546061346,Yes,124.39208242092045,145.33057894012762,Low_spent_Medium_value_payments,486.9453386,331.0,3,414-53-2918
0x169c,CUS_0x3e45,November,Harriet McLeodd,36,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan,, Personal Loan",10,8,5.54,7,Unknown,179.22,34.09022302574172,Yes,124.39208242092045,252.4438259207728,High_spent_Small_value_payments,359.83209165830687,332.0,3,414-53-2918
0x169d,CUS_0x3e45,December,Harriet McLeodd,36,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan,, Personal Loan",10,10,5.54,7,Unknown,179.22,27.442239288690807,Yes,124.39208242092045,266.0033003,High_spent_Small_value_payments,346.27261727273566,333.0,3,414-53-2918
0x16a6,CUS_0x6c66,September,Sinead Carews,39,Manager,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan,, Payday Loan",24,9,8.86,9,Standard,2602.69,38.4848522223348,Yes,36.54819717138717,43.68666124467885,High_spent_Small_value_payments,265.5600096056675,115.0,7,328-33-6328
0x16a7,CUS_0x6c66,October,Sinead Carews,39,Unknown,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan,, Payday Loan",23,10,8.86,9,Standard,2602.69,25.380714318086728,Yes,36.54819717138717,37.64645856078626,Low_spent_Small_value_payments,267.71821926782656,116.0,7,328-33-6328
0x16a8,CUS_0x6c66,November,Sinead Carews,40,Unknown,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan,, Payday Loan",23,9,8.86,9,Standard,2602.69,35.78719142637542,Yes,36.54819717138717,47.26517947445568,Low_spent_Medium_value_payments,248.0994983541572,117.0,7,328-33-6328
0x16a9,CUS_0x6c66,December,Sinead Carews,40,Manager,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan,, Payday Loan",23,9,8.86,9,Standard,2602.69,29.598239237073788,Yes,36.54819717138717,43.68666124467885,Low_spent_Small_value_payments,261.6780166,118.0,7,328-33-6328
0x16b2,CUS_0xff4,September,Poornimaf,37,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan,, Auto Loan",12,14,7.83,5,Standard,758.44,25.98128960675649,Yes,101.3286373638512,19.35620844123396,High_spent_Large_value_payments,360.90065419491486,226.0,5,655-05-7666
0x16b3,CUS_0xff4,October,Poornimaf,37,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan,, Auto Loan",16,14,7.83,7,Standard,758.44,38.63807865,Yes,101.3286373638512,105.83772025352778,Low_spent_Medium_value_payments,314.4191423826211,227.0,5,655-05-7666
0x16b4,CUS_0xff4,November,Poornimaf,37,Unknown,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan,, Auto Loan",16,13,6.83,7,Unknown,758.44,35.50770674538489,Yes,101.3286373638512,10000.0,High_spent_Large_value_payments,359.8881170558921,228.0,5,655-05-7666
0x16b5,CUS_0xff4,December,Poornimaf,37,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan,, Auto Loan",16,15,1.83,7,Standard,758.44,38.485249511178864,Yes,101.3286373638512,141.04976298055809,Low_spent_Medium_value_payments,279.2070996555907,229.0,5,655-05-7666
0x16be,CUS_0x33d2,September,Chalmersa,31,Scientist,31993.78,2942.148333333333,6,6,3097,2,"Payday Loan,, Home Equity Loan",8,14,6.28,1,Standard,818.22,37.190189832300256,Yes,45.14129822463578,23.27102220438635,High_spent_Large_value_payments,465.8025129043112,210.0,2,965-46-2491
0x16bf,CUS_0x33d2,October,Chalmersa,31,Scientist,31993.78,2942.148333333333,163,6,7,2,"Payday Loan,, Home Equity Loan",8,14,6.28,1,Standard,818.22,27.11284513413262,Nm,45.14129822463578,167.8831859201672,Low_spent_Large_value_payments,351.1903491885304,211.0,2,965-46-2491
0x16c0,CUS_0x33d2,November,Chalmersa,31,Scientist,31993.78,2942.148333333333,6,6,7,2,"Payday Loan,, Home Equity Loan",8,14,6.28,1,Unknown,818.22,27.958937719052376,Yes,45.14129822463578,10000.0,High_spent_Medium_value_payments,388.6088245046237,212.0,2,965-46-2491
0x16c1,CUS_0x33d2,December,Chalmersa,31,Unknown,31993.78,2942.148333333333,6,6,7,2,"Payday Loan,, Home Equity Loan",8,14,6.28,1,Standard,818.22,27.64032332825704,Yes,45.14129822463578,86.03296639485399,Low_spent_Large_value_payments,433.0405687138437,213.0,2,965-46-2491
0x16ca,CUS_0x6070,September,Unknown,21,Accountant,92047.08,7591.59,6,7,16,0,Unknown,11,14,9.13,4,Unknown,1296.64,39.36824989043439,Yes,0.0,629.4070206862149,Low_spent_Medium_value_payments,409.7519793137852,358.0,1,891-55-9364
0x16cb,CUS_0x6070,October,Parkm,21,Accountant,92047.08,7591.59,6,7,16,0,Unknown,16,11,9.13,4,Standard,1296.64,34.659087165430755,Nm,0.0,124.48038648445376,High_spent_Large_value_payments,874.6786135155463,359.0,1,891-55-9364
0x16cc,CUS_0x6070,November,Parkm,21,Accountant,92047.08,7591.59,6,7,16,0,Unknown,18,11,16.130000000000006,4,Standard,1296.64,37.481643451694175,Yes,0.0,503.9639511966688,Low_spent_Small_value_payments,545.1950488033312,360.0,1,891-55-9364
0x16cd,CUS_0x6070,December,Parkm,21,Accountant,92047.08,7591.59,6,7,16,0,Unknown,16,8,9.13,4,Unknown,1296.64,34.311355954864176,Yes,0.0,384.3132252194772,Low_spent_Medium_value_payments,654.8457748,361.0,1,891-55-9364
0x16d6,CUS_0xfdb,September,Patrickg,46,Teacher,32284.62,2749.762492341615,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan,, Personal Loan",9,1150,9.22,10,Standard,1283.37,28.86135378675188,Yes,251.66006801375065,241.57066048913865,Low_spent_Small_value_payments,235.23027915549545,85.0,6,928-91-4452
0x16d7,CUS_0xfdb,October,Unknown,46,Teacher,32284.62,2749.762492341615,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan,, Personal Loan",11,580,9.22,10,Standard,1283.37,38.28446335238851,Yes,251.66006801375065,171.76245861343844,!@9#%8,285.03848103119566,86.0,6,928-91-4452
0x16d8,CUS_0xfdb,November,Patrickg,46,Unknown,32284.62,2749.762492341615,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan,, Personal Loan",11,9,9.22,10,Standard,1283.37,28.973150435595823,Yes,251.66006801375065,213.7900358616972,Low_spent_Small_value_payments,263.0109037829369,87.0,6,928-91-4452
0x16d9,CUS_0xfdb,December,Patrickg,46,Teacher,32284.62,2749.762492341615,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan,, Personal Loan",11,580,9.22,10,Standard,1283.37,23.372765382553936,Yes,251.66006801375065,57.47669663320196,High_spent_Large_value_payments,369.3242430114322,225.0,6,928-91-4452
0x16e2,CUS_0x3553,September,Unknown,26,Unknown,97791.42,7449.469346853578,6,6,12,0,Unknown,18,9,17.92,1,Standard,107.41,32.450557797263954,Yes,629.8156531464217,189.06955339288945,Low_spent_Large_value_payments,541.5571337358101,334.0,1,084-25-3745
0x16e3,CUS_0x3553,October,Laurence Frosty,27,Musician,97791.42,7449.469346853578,6,6,12,0,Unknown,18,8,17.92,1,Standard,107.41,32.48447662528514,Nm,629.8156531464217,698.5571927157868,Low_spent_Large_value_payments,379.3713072842132,335.0,1,084-25-3745
0x16e4,CUS_0x3553,November,Laurence Frosty,27,Musician,97791.42,7449.469346853578,6,6,12,0,Unknown,18,6,10.920000000000002,3,Standard,107.41,36.427252232568016,Yes,629.8156531464217,159.57872253342185,High_spent_Medium_value_payments,898.3497774665782,336.0,1,084-25-3745
0x16e5,CUS_0x3553,December,Unknown,27,Musician,97791.42,7449.469346853578,6,6,12,0,Unknown,17,11,17.92,3,Standard,107.41,31.517911959036194,Yes,629.8156531464217,189.06955339288945,High_spent_Large_value_payments,858.8589466071106,337.0,1,084-25-3745
0x16ee,CUS_0x4100,September,Reema,32,Entrepreneur,19300.34,1512.361666666667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan,, Not Specified",51,18,9.95,8,Bad,2430.21,34.47884913064688,Yes,49.57206224445275,200.427091322806,Low_spent_Small_value_payments,191.2370131,226.0,5,068-83-4394
0x16ef,CUS_0x4100,October,Reema,32,Entrepreneur,19300.34,1512.361666666667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan,, Not Specified",51,19,5.949999999999998,8,Unknown,2430.21,26.68283886166338,Yes,49.57206224445275,191.90401247199776,Low_spent_Small_value_payments,199.7600919502161,225.0,5,068-83-4394
0x16f0,CUS_0x4100,November,Reema,32,Entrepreneur,19300.34,1512.361666666667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan,, Not Specified",51,19,9.95,8,Bad,2430.21,37.36390440294918,Yes,49.57206224445275,44.50950984607408,Low_spent_Medium_value_payments,337.15459457613986,228.0,5,068-83-4394
0x16f1,CUS_0x4100,December,Unknown,32,Entrepreneur,19300.34,1512.361666666667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan,, Not Specified",51,22,9.95,8,Bad,2430.21,39.26219288864508,Yes,49.57206224445275,80.38841840936045,Low_spent_Small_value_payments,311.27568601285344,225.0,5,068-83-4394
0x16fa,CUS_0x132f,September,Mark Felsenthald,41,Musician,19514.88,1828.24,7,5,17,0,Unknown,34,12,4.17,4,Unknown,881.4,25.652528186320787,No,0.0,148.68776548256318,Low_spent_Small_value_payments,324.13623451743683,225.0,1,561-60-9294
0x16fb,CUS_0x132f,October,Unknown,42,Musician,19514.88,1828.24,7,5,17,1,Unknown,30,15,4.17,4,Standard,881.4,27.22256252865838,No,0.0,63.111058923726304,High_spent_Small_value_payments,379.71294107627375,240.0,1,561-60-9294
0x16fc,CUS_0x132f,November,Mark Felsenthald,42,Musician,19514.88,1828.24,7,5,17,0,Unknown,30,14,4.17,4,Standard,881.4,36.37300146428006,No,0.0,202.13477304411643,Low_spent_Small_value_payments,270.6892269558836,241.0,1,561-60-9294
0x16fd,CUS_0x132f,December,Mark Felsenthald,42,Musician,19514.88,1828.24,7,5,17,0,Unknown,32,12,4.17,4,Standard,881.4,39.37948427005254,No,0.0,65.50472270330198,High_spent_Medium_value_payments,367.3192773,242.0,1,561-60-9294
0x1706,CUS_0xa16e,September,Lee Chyenz,42,Media_Manager,10183.015,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan,, Student Loan",45,23,7.97,8,Bad,1672.43,34.70806380040905,Yes,37.58807283812568,52.05337930862576,!@9#%8,297.81700618658186,129.0,5,905-50-7912
0x1707,CUS_0xa16e,October,Lee Chyenz,42,Media_Manager,10183.015,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan,, Student Loan",48,21,7.97,8,Bad,1672.43,35.682262655668886,Yes,37.58807283812568,101.77505505754374,Low_spent_Medium_value_payments,248.0953304376639,130.0,5,905-50-7912
0x1708,CUS_0xa16e,November,Lee Chyenz,42,Media_Manager,10183.015,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan,, Student Loan",48,21,7.97,8,Bad,1672.43,23.679725156723148,Yes,37.58807283812568,50.04937041611942,Low_spent_Medium_value_payments,299.82101507908817,131.0,5,905-50-7912
